Rk,Player,GS,AS,Season,Age,Team,G,GS,AS,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional
372,Marcus Smart,20,0,2023-24,29,MEM,20,20,0,0.2,100,113,-0.5,0.7,0.02,-3.3,0.9,-2.4,0,11.8,1,8.9,4.8,22.7,3.3,0.8,19.2,22.9,G,smartma01
373,Jalen Smith,14,0,2023-24,23,IND,61,14,0,4,133,117,3.1,0.9,0.182,3.2,-0.8,2.4,1.2,20.7,12.1,24.3,18.2,8,0.8,2.9,9.1,19.4,F,smithja04
374,Jabari Smith Jr.,76,0,2023-24,20,HOU,76,76,0,5.6,116,113,2.4,3.2,0.111,-0.5,0.1,-0.4,1,13.8,6.1,21.3,13.6,7.1,1,2.3,8.9,17.6,F,smithja05
375,Jeremy Sochan,73,0,2023-24,20,SAS,74,73,0,1.4,104,117,-0.5,1.9,0.03,-2.8,-0.6,-3.4,-0.8,11.4,6.7,16.9,11.7,16,1.3,1.5,14.3,18.8,F-G,sochaje01
376,Isaiah Stewart,45,0,2023-24,22,DET,46,45,0,1.7,114,119,0.9,0.8,0.056,-1.6,-0.7,-2.3,-0.1,11.3,5.7,18.4,11.9,7.1,0.6,2.3,13.6,14.5,F-C,stewais01
377,Max Strus,70,0,2023-24,27,CLE,70,70,0,3.9,112,114,1.2,2.6,0.083,-1.1,0.5,-0.6,0.8,11.7,3.4,13.5,8.5,17.3,1.4,1.2,12.7,17.4,G,strusma01
378,Jalen Suggs,75,0,2023-24,22,ORL,75,75,0,4.7,113,110,1.5,3.2,0.112,-0.6,1.6,1,1.5,14.1,2.8,10.6,6.6,15,2.6,2.2,14.4,19.7,G,suggsja01
379,Jayson Tatum,74,1,2023-24,25,BOS,74,74,1,10.4,121,111,6.4,4.1,0.189,4.5,0.6,5.1,4.7,22.3,2.9,20.9,12.3,21,1.4,1.4,10.3,30.2,F,tatumja01
380,Cam Thomas,51,0,2023-24,22,BRK,66,51,0,2.5,110,119,1.3,1.2,0.058,0.7,-1.9,-1.2,0.4,16.1,1.4,10.1,5.6,15.7,1.1,0.7,8.5,30.5,G,thomaca02
381,Amen Thompson,23,0,2023-24,21,HOU,62,23,0,4.3,118,109,1.9,2.4,0.149,-0.1,1.9,1.8,1.3,18.2,11.3,20.4,15.8,17,2.7,2.5,14.9,18.5,G,thompam01
382,Ausar Thompson,38,0,2023-24,21,DET,63,38,0,1.8,107,115,0.1,1.7,0.053,-2.8,0.6,-2.2,-0.1,12.8,8.9,19.6,14.2,10.8,2.1,3.2,13.6,16.6,G,thompau01
383,Klay Thompson,63,0,2023-24,33,GSW,77,63,0,3.6,113,118,1.8,1.7,0.075,1.1,-1.5,-0.4,0.9,13.9,1.7,10.2,6,11.2,1.1,1.4,8.9,24.2,G-F,thompkl01
384,Matisse Thybulle,19,0,2023-24,26,POR,65,19,0,2.2,111,114,0.4,1.8,0.072,-2.8,3.4,0.6,0.9,10.4,2.1,8.5,5.1,8.3,3.8,3,10.8,10.6,G,thybuma01
385,Xavier Tillman Sr.,15,0,2023-24,25,BOSMEM,54,15,0,1.4,105,110,-0.1,1.6,0.071,-3.1,1.9,-1.2,0.2,12.2,7.7,16.1,11.8,11.3,2.6,4.2,10.1,14.8,F,tillmxa01
386,Obi Toppin,28,0,2023-24,25,IND,82,28,0,4.8,129,119,3.6,1.1,0.132,1.8,-0.3,1.5,1.5,16.5,5.6,15.4,10.5,9.4,1.3,2,10,16.8,F,toppiob01
387,Karl-Anthony Towns,62,1,2023-24,28,MIN,62,62,1,6.3,115,109,2.6,3.6,0.148,1.6,0.9,2.5,2.3,18.8,5.5,22.6,14.4,15.1,1,1.8,14.1,27.4,C-F,townska01
388,Gary Trent Jr.,41,0,2023-24,25,TOR,71,41,0,1.7,110,121,0.8,0.9,0.04,-1.2,-1.4,-2.6,-0.3,12,1.4,9.2,5.2,8.6,1.9,0.4,5,20,G,trentga02
389,P.J. Tucker,10,0,2023-24,38,LACPHI,31,10,0,0.7,120,116,0.2,0.5,0.068,-4,0.4,-3.6,-0.2,5.9,6.7,12.9,9.8,3.9,1.6,1.3,13.5,5.3,F,tuckepj01
390,Myles Turner,77,0,2023-24,27,IND,77,77,0,5.8,120,115,3.6,2.2,0.134,1,-0.1,0.9,1.5,19.3,6.2,22.9,14.5,6.4,0.9,5.5,9.4,23.4,C-F,turnemy01
391,Jonas Valančiūnas,82,0,2023-24,31,NOP,82,82,0,7.1,123,110,3.9,3.1,0.177,0.7,0.5,1.2,1.6,19.8,10.9,30.6,20.9,13.3,0.8,3.5,12.1,20.8,C,valanjo01
392,Fred VanVleet,73,0,2023-24,29,HOU,73,73,0,8.4,123,114,5.3,3.1,0.15,2.6,0.8,3.4,3.6,16.7,1.3,9.9,5.6,31.1,1.8,2,10.1,19.7,G,vanvlfr01
393,Devin Vassell,62,0,2023-24,23,SAS,68,62,0,3.6,113,118,2,1.6,0.077,0.9,-0.9,0,1.1,15.7,1.3,11.3,6.3,19.1,1.5,0.8,8.6,23.5,G-F,vassede01
394,Nikola Vučević,74,0,2023-24,33,CHI,76,74,0,5.4,114,115,2.7,2.8,0.1,0.8,-0.7,0.1,1.4,17.7,8.8,25.8,17.1,15.2,1,2.4,8.6,23.3,C,vucevni01
395,Dean Wade,32,0,2023-24,27,CLE,54,32,0,2.5,121,111,0.9,1.6,0.11,-1.7,1.8,0.1,0.6,10.2,3.8,18.2,11.1,5,1.8,2,7.6,10.5,F,wadede01
396,Franz Wagner,72,0,2023-24,22,ORL,72,72,0,6.4,116,112,3.1,3.2,0.131,0.9,0.3,1.2,1.9,17.6,3.6,15.7,9.6,18.8,1.6,1.1,10,25.7,G-F,wagnefr01
397,Jabari Walker,23,0,2023-24,21,POR,72,23,0,2.9,115,116,1.4,1.6,0.083,-2.4,-0.9,-3.3,-0.6,13,9.4,25,16.7,6.2,1.2,1.2,10.2,16.3,F,walkeja01
398,Cason Wallace,13,0,2023-24,20,OKC,82,13,0,4,122,113,1.9,2.1,0.115,-0.9,1,0.1,0.9,12,3.6,8.6,6.2,8.9,2.2,2,8.9,12.9,G,wallaca01
399,P.J. Washington,45,0,2023-24,25,CHODAL,73,45,0,1.9,106,117,0,1.9,0.04,-1.7,-0.4,-2.1,-0.1,12.2,4.2,16.5,10.3,9.3,1.6,2.4,9.9,19.1,F,washipj01
400,Victor Wembanyama,71,0,2023-24,20,SAS,71,71,0,3.7,104,106,-0.7,4.4,0.085,1.9,3.3,5.2,3.8,23.1,8.2,30.7,19.4,21.5,2,10,16.2,32.2,C-F,wembavi01
401,Russell Westbrook,11,0,2023-24,35,LAC,68,11,0,2.1,107,113,0.2,1.9,0.066,-0.2,0.7,0.5,1,16.2,7.1,17.8,12.7,29.2,2.4,1.4,16.4,25.2,G,westbru01
402,Coby White,78,0,2023-24,23,CHI,79,78,0,4.7,115,120,3.1,1.6,0.078,0.7,-1.3,-0.7,0.9,14.5,1.7,12.4,6.9,20.8,0.9,0.6,11.1,22.7,G,whiteco01
403,Derrick White,73,0,2023-24,29,BOS,73,73,0,8.5,126,112,5.2,3.3,0.171,2.4,1.4,3.8,3.5,16.9,2.4,11.3,7,21.2,1.5,3.2,11,18.6,G,whitede01
404,Andrew Wiggins,59,0,2023-24,28,GSW,71,59,0,2.8,112,117,1.2,1.6,0.07,-1.4,-1.2,-2.5,-0.3,12.7,6.2,11.8,9,8.6,1.1,1.9,9.2,20.9,F-G,wiggian01
405,Grant Williams,43,0,2023-24,25,CHODAL,76,43,0,2.6,113,119,1.3,1.3,0.059,-1.9,-0.7,-2.6,-0.3,10.6,4.4,12.2,8.3,11.3,1,1.6,14.1,15.9,F,willigr01
406,Jalen Williams,71,0,2023-24,22,OKC,71,71,0,7.3,122,114,4.5,2.7,0.157,2,0.3,2.3,2.4,19.1,1.9,11.8,7.1,21.3,1.7,1.9,10.1,23.7,G,willija06
407,Mark Williams,19,0,2023-24,22,CHO,19,19,0,2.1,138,116,1.6,0.5,0.198,1.6,-0.8,0.8,0.3,22.5,16.3,24.6,20.4,6.8,1.6,3.7,8.7,17.1,C,willima07
408,Patrick Williams,30,0,2023-24,22,CHI,43,30,0,1.2,107,117,0.1,1,0.048,-2.1,-0.1,-2.3,-0.1,11,4.3,11.7,7.9,7.7,1.7,2.9,12.8,16.6,F,willipa01
409,Vince Williams Jr.,33,0,2023-24,23,MEM,52,33,0,2.8,114,114,1.1,1.7,0.093,-1.7,1,-0.7,0.5,12.8,4.3,18.3,11,18,1.6,2.2,17.4,15.8,F,willivi01
410,Zion Williamson,70,0,2023-24,23,NOP,70,70,0,7.5,119,113,4.7,2.8,0.164,3.3,0.6,3.8,3.3,22.8,6.2,14.2,10.2,26.5,1.7,2.1,12.8,29.7,F-C,willizi01
411,Ziaire Williams,15,0,2023-24,22,MEM,51,15,0,0.2,98,115,-0.9,1.1,0.01,-4,-0.4,-4.5,-0.6,9.3,3.5,15.9,9.5,11.1,1.7,0.8,13.8,19.7,F,willizi02
412,Trae Young,54,1,2023-24,25,ATL,54,54,1,4.6,117,122,4,0.6,0.114,4.9,-2.3,2.6,2.2,20.3,1.2,7.3,4.2,45.1,1.8,0.5,16.5,30.5,G,youngtr01
413,Omer Yurtseven,12,0,2023-24,25,UTA,48,12,0,0.7,112,118,0.3,0.4,0.062,-1.6,-1.5,-3,-0.1,15,14.7,27.3,21,7.7,0.7,2.9,15.9,17.9,C,yurtsom01
414,Ivica Zubac,68,0,2023-24,26,LAC,68,68,0,6.8,132,113,4.5,2.3,0.182,0.8,0,0.8,1.3,19.3,12.8,26.2,19.7,7.5,0.6,4.2,11.8,16.4,C,zubaciv01
415,Precious Achiuwa,12,0,2022-23,23,TOR,55,12,0,2.2,112,113,0.8,1.4,0.093,-1.4,-0.8,-2.3,-0.1,15.2,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,F,achiupr01
416,Steven Adams,42,0,2022-23,29,MEM,42,42,0,3.4,118,108,1.3,2.1,0.144,-0.3,0.9,0.6,0.7,17.5,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,C,adamsst01
417,Bam Adebayo,75,1,2022-23,25,MIA,75,75,1,7.4,115,111,3.6,3.8,0.137,0.8,0.8,1.5,2.3,20.1,8,23.6,15.5,15.9,1.7,2.4,12.7,25.2,C-F,adebaba01
418,Ochai Agbaji,22,0,2022-23,22,UTA,59,22,0,1.3,115,121,0.9,0.4,0.053,-1.7,-1.4,-3,-0.3,9.5,3.9,6.9,5.4,7.5,0.6,1,9,15.8,G,agbajoc01
419,Santi Aldama,20,0,2022-23,22,MEM,77,20,0,4.6,120,111,2.1,2.4,0.13,-0.3,0.8,0.5,1.1,13.9,5.4,18,11.7,7.6,1.3,2.6,9.3,16,F,aldamsa01
420,Grayson Allen,70,0,2022-23,27,MIL,72,70,0,5.1,123,114,2.8,2.2,0.123,-0.6,0.7,0.1,1,12.3,3.4,9,6.3,10.9,1.5,0.6,10.5,14.6,G,allengr01
421,Jarrett Allen,68,0,2022-23,24,CLE,68,68,0,9.5,132,108,5.5,4,0.205,1.3,1,2.4,2.4,19.9,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,C-F,allenja01
422,Jose Alvarado,10,0,2022-23,24,NOP,61,10,0,1.8,107,113,0.1,1.7,0.066,-2,0.7,-1.2,0.3,11.8,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,G,alvarjo01
423,Kyle Anderson,46,0,2022-23,29,MIN,69,46,0,5.1,120,112,2.5,2.6,0.125,0.2,2.3,2.5,2.2,14.8,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,F-G,anderky01
424,Giannis Antetokounmpo,63,1,2022-23,28,MIL,63,63,1,8.6,117,108,4.9,3.7,0.204,5.8,2.7,8.5,5.4,29,7.3,30,19.1,33.2,1.2,2.1,13.2,38.8,F-G,antetgi01
425,OG Anunoby,67,0,2022-23,25,TOR,67,67,0,4.7,113,113,1.8,2.9,0.094,-0.3,0.7,0.4,1.5,14.6,4.2,12.1,7.9,8,2.7,2,12.1,19.5,F,anunoog01
426,Deni Avdija,40,0,2022-23,22,WAS,76,40,0,2.3,106,114,0,2.3,0.054,-2.8,0.5,-2.3,-0.1,11.2,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,G-F,avdijde01
427,Deandre Ayton,67,0,2022-23,24,PHO,67,67,0,6.2,119,111,3.3,3,0.147,0.9,0,0.9,1.5,19.9,9.2,27.5,18.1,9.2,0.9,2.3,11,22.9,C,aytonde01
428,Marvin Bagley III,25,0,2022-23,23,DET,42,25,0,2,117,118,1.3,0.7,0.095,0.3,-1.2,-0.9,0.3,17.2,10.2,20.2,15.1,5.9,0.9,2.7,9.7,20.4,F-C,baglema01
429,LaMelo Ball,36,0,2022-23,21,CHO,36,36,0,1.8,108,115,0.6,1.2,0.068,3.2,-0.8,2.4,1.4,17.9,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30,G,ballla01
430,Paolo Banchero,72,0,2022-23,20,ORL,72,72,0,2.4,105,114,-0.3,2.6,0.047,-0.7,-0.7,-1.5,0.3,14.9,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,F,banchpa01
431,Desmond Bane,58,0,2022-23,24,MEM,58,58,0,5.8,119,113,3.5,2.3,0.151,3.3,0.1,3.5,2.5,19.1,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,G,banede01
432,Harrison Barnes,82,0,2022-23,30,SAC,82,82,0,6.5,126,119,5.1,1.4,0.118,0.5,-1.5,-1,0.7,14.1,3.8,11.9,7.9,6.3,1,0.3,8.1,17.1,F,barneha02
433,Scottie Barnes,76,0,2022-23,21,TOR,77,76,0,5,113,115,2.3,2.7,0.09,0.5,-0.1,0.4,1.6,15.5,7.1,15.2,10.8,20,1.5,2.2,12,20.3,G-F,barnesc01
434,RJ Barrett,73,0,2022-23,22,NYK,73,73,0,2.2,107,118,0.5,1.8,0.043,-1.2,-1.9,-3.1,-0.7,12.9,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,G-F,barrerj01
435,Keita Bates-Diop,42,0,2022-23,27,SAS,67,42,0,2.7,121,120,2.1,0.6,0.089,0.3,-0.9,-0.6,0.5,14.9,4.7,14.3,9.3,9.8,1.5,1.1,9.5,16.7,F,bateske01
436,Nicolas Batum,19,0,2022-23,34,LAC,78,19,0,3.6,120,114,1.7,1.9,0.101,-0.8,1.2,0.5,1,11,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,F-G,batumni01
437,Bradley Beal,50,0,2022-23,29,WAS,50,50,0,3.4,114,117,2.2,1.2,0.099,2.9,-1.2,1.8,1.6,19.7,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,G,bealbr01
438,Malik Beasley,27,0,2022-23,26,LALUTA,81,27,0,1.4,105,117,-0.2,1.6,0.032,-0.9,-1,-2,0,10.9,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,G,beaslma01
439,MarJon Beauchamp,11,0,2022-23,22,MIL,52,11,0,0.4,99,113,-0.4,0.8,0.027,-4.1,-0.6,-4.8,-0.5,8.2,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,G,beaucma01
440,Patrick Beverley,67,0,2022-23,34,CHILAL,67,67,0,3,113,113,0.8,2.1,0.079,-2.9,1.7,-1.2,0.3,8.9,2.7,12,7.5,13.3,1.7,2,13.4,10.6,G,beverpa01
441,Saddiq Bey,37,0,2022-23,23,ATLDET,77,37,0,3.9,117,119,2.6,1.2,0.087,0.9,-1.2,-0.3,0.9,14.6,5,14,9.4,8.1,1.6,0.5,7,20.2,F,beysa01
442,Bismack Biyombo,14,0,2022-23,30,PHO,61,14,0,1.9,109,108,0.2,1.6,0.102,-3.4,2.5,-0.9,0.2,14.4,11,22.1,16.5,8.7,1,9,17.7,14,C-F,biyombi01
443,Bojan Bogdanović,59,0,2022-23,33,DET,59,59,0,3.5,118,122,3.1,0.4,0.09,2.6,-1.8,0.8,1.4,17.4,2,11.3,6.5,13.6,0.9,0.4,11.7,25.9,G-F,bogdabo02
444,Bol Bol,33,0,2022-23,23,ORL,70,33,0,2.3,106,111,0,2.2,0.072,-1.8,0.9,-0.9,0.4,14.4,5.2,25.3,15.2,6.9,1,5.5,17.6,18.2,F-C,bolbo01
445,Devin Booker,53,0,2022-23,26,PHO,53,53,0,6,119,115,4.2,1.9,0.157,4.5,-0.3,4.2,2.9,22,2.7,12,7.2,27.3,1.4,0.9,10.6,31.8,G,bookede01
446,Malaki Branham,32,0,2022-23,19,SAS,66,32,0,-0.1,103,123,-0.4,0.2,-0.004,-3,-2.1,-5.2,-1.3,9.5,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1,G,branhma01
447,Mikal Bridges,83,0,2022-23,26,BRKPHO,83,83,0,7.5,118,115,4.4,3.1,0.121,1.5,0.2,1.7,2.8,16.8,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,F-G,bridgmi01
448,Dillon Brooks,73,0,2022-23,27,MEM,73,73,0,1.6,102,114,-0.8,2.4,0.034,-3.4,-0.5,-3.9,-1.1,9.4,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,F-G,brookdi01
449,Bruce Brown,31,0,2022-23,26,DEN,80,31,0,4.3,113,114,1.7,2.6,0.09,-1.1,0.6,-0.5,0.9,13.3,3.3,13,8.3,15.7,1.9,2,13.2,17.8,G-F,brownbr01
450,Jaylen Brown,67,1,2022-23,26,BOS,67,67,1,5,110,111,1.6,3.4,0.1,1.5,-0.2,1.3,2,19.1,3.6,17,10.4,16.5,1.5,0.9,11.4,31.4,F-G,brownja02
451,Troy Brown Jr.,45,0,2022-23,23,LAL,76,45,0,2.9,113,115,1,2,0.075,-1.8,0.8,-1,0.5,9.6,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,G-F,browntr01
452,Jalen Brunson,68,0,2022-23,26,NYK,68,68,0,8.7,125,117,6.9,1.8,0.175,4.4,-0.5,3.9,3.5,21.2,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,G,brunsja01
453,Thomas Bryant,26,0,2022-23,25,DENLAL,59,26,0,4.1,132,112,2.7,1.4,0.183,1.1,-0.5,0.6,0.7,19.7,8.9,24.6,17,4.3,0.7,2.4,8.2,18.2,C,bryanth01
454,Reggie Bullock,55,0,2022-23,31,DAL,78,55,0,2.8,116,119,1.3,1.4,0.056,-2.3,-0.3,-2.6,-0.4,7.7,1.6,12.5,7,6.2,1.1,0.5,6.9,10,G-F,bullore01
455,Jimmy Butler,64,0,2022-23,33,MIA,64,64,0,12.3,135,112,9.4,2.9,0.277,6.7,2,8.7,5.8,27.6,7.5,13.3,10.3,27.1,2.7,1,8.2,25.6,F-G,butleji01
456,Kentavious Caldwell-Pope,76,0,2022-23,29,DEN,76,76,0,4.5,117,115,2,2.5,0.091,-1.6,0.6,-1,0.6,11.5,1.7,8.1,5,9.8,2.3,1.3,11.1,14.1,G,caldwke01
457,Clint Capela,63,0,2022-23,28,ATL,65,63,0,7.2,136,112,4.9,2.4,0.201,2.3,-0.1,2.2,1.8,22.1,16.1,29.4,22.7,4.7,1.2,3.9,8.3,15.7,C,capelca01
458,Jevon Carter,39,0,2022-23,27,MIL,81,39,0,3.5,113,113,1.2,2.3,0.092,-1.9,1.2,-0.6,0.6,10.9,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,G,carteje01
459,Wendell Carter Jr.,54,0,2022-23,23,ORL,57,54,0,4.6,119,113,2.6,2,0.13,0.9,0.1,1,1.3,17.3,8,25.3,16.6,12,0.9,1.9,13.2,20.5,C,cartewe01
460,Alex Caruso,36,0,2022-23,28,CHI,67,36,0,3.6,115,109,1,2.6,0.109,-2.2,3.3,1.1,1.2,11.5,3.1,10.9,7.1,15.4,3,2.8,19.5,11.1,G,carusal01
461,Jordan Clarkson,61,0,2022-23,30,UTA,61,61,0,1.7,109,120,0.9,0.8,0.042,1,-2.4,-1.4,0.3,14.7,4,9.3,6.7,20.9,0.8,0.6,14,27.8,G,clarkjo01
462,Nic Claxton,76,0,2022-23,23,BRK,76,76,0,9.2,132,108,5.2,4,0.195,0.9,2.2,3.1,2.9,20.8,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,C,claxtni01
463,John Collins,71,0,2022-23,25,ATL,71,71,0,4.2,117,115,2.1,2.1,0.095,-1.4,0.2,-1.3,0.4,13.6,3.9,20,11.9,5.3,0.9,2.9,9.1,17.1,F,collijo01
464,Zach Collins,26,0,2022-23,25,SAS,63,26,0,2.2,112,118,1.2,1,0.074,-0.5,0.3,-0.2,0.6,16.4,8.5,22.5,15.2,18,1.2,2.8,17.4,21.2,C-F,colliza01
465,Mike Conley,66,0,2022-23,35,MINUTA,67,66,0,5.5,125,118,4.1,1.4,0.13,1,-0.1,0.9,1.5,14.7,1.8,7.9,4.9,29.4,1.7,0.6,13.1,16.3,G,conlemi01
466,Pat Connaughton,33,0,2022-23,30,MIL,61,33,0,2.5,112,113,0.7,1.8,0.085,-1.3,0.3,-1,0.3,10,3.8,16.2,10.2,6.9,1.2,0.6,7,13.8,G,connapa01
467,Torrey Craig,60,0,2022-23,32,PHO,79,60,0,4,116,113,1.5,2.5,0.098,-1.3,0.7,-0.6,0.7,11.6,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13,G-F,craigto01
468,Cade Cunningham,12,0,2022-23,21,DET,12,12,0,-0.1,100,119,-0.4,0.2,-0.018,-0.1,-0.6,-0.7,0.1,14,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30,G,cunnica01
469,Stephen Curry,56,1,2022-23,34,GSW,56,56,1,7.8,123,115,5.8,2,0.192,7.5,0.1,7.5,4.7,24.1,2.3,16.8,9.7,30,1.3,0.9,12.5,31,G,curryst01
470,Dyson Daniels,11,0,2022-23,19,NOP,59,11,0,1.3,105,112,-0.1,1.4,0.061,-3.4,1.6,-1.8,0,8.8,3.9,16.5,10.2,16.4,2,1,20.2,11.6,G,daniedy01
471,Anthony Davis,54,0,2022-23,29,LAL,56,54,0,9,124,108,5.5,3.4,0.226,4.6,1.7,6.3,4,27.8,11.3,27.6,19.7,13,1.5,5.1,9.5,28.4,F-C,davisan02
472,DeMar DeRozan,74,1,2022-23,33,CHI,74,74,1,8.5,119,113,5.4,3.2,0.153,1.7,0.3,2,2.6,20.6,1.5,12.8,7.2,22.3,1.5,1.3,9.1,27.8,G-F,derozde01
473,Spencer Dinwiddie,79,0,2022-23,29,BRKDAL,79,79,0,6.3,118,118,4.5,1.8,0.111,1.6,-0.9,0.7,1.8,16,1.2,10.2,5.7,28.1,1.2,0.8,10.8,22.1,G,dinwisp01
474,Donte DiVincenzo,36,0,2022-23,26,GSW,72,36,0,4.2,117,113,1.9,2.3,0.106,-0.6,1.3,0.7,1.3,12.8,4.7,14,9.4,17.3,2.4,0.5,16.4,15.1,G,divindo01
475,Luka Dončić,66,1,2022-23,23,DAL,66,66,1,10.2,120,113,7.3,2.9,0.204,7.6,1.4,8.9,6.6,28.7,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,G-F,doncilu01
476,Luguentz Dort,73,0,2022-23,23,OKC,74,73,0,2.9,109,116,0.9,2.1,0.062,-2,-1,-3,-0.6,11.3,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,G,dortlu01
477,Ayo Dosunmu,51,0,2022-23,23,CHI,80,51,0,2.9,109,115,0.7,2.2,0.067,-3,0.6,-2.5,-0.2,10.2,2.5,9.3,5.9,13.2,1.4,1.2,14,14.9,G,dosunay01
478,Chris Duarte,12,0,2022-23,25,IND,46,12,0,0,101,120,-0.5,0.4,-0.003,-2.9,-1.6,-4.5,-0.6,8.6,2.4,11.9,7.1,9.7,1.3,0.9,10.1,19,G,duartch01
479,Kevin Durant,47,1,2022-23,34,BRKPHO,47,47,1,6.8,123,113,4.7,2.1,0.194,6,1.2,7.1,3.9,25.9,1.2,19.5,10.5,24.5,1,3.4,13.4,30.7,F-G,duranke01
480,Jalen Duren,31,0,2022-23,19,DET,67,31,0,4.5,126,116,2.9,1.6,0.129,-0.4,-0.4,-0.8,0.5,17.3,14.7,25.1,19.7,6.8,1.3,3.1,16.5,14.3,C,durenja01
481,Anthony Edwards,79,1,2022-23,21,MIN,79,79,1,3.8,106,113,0.2,3.6,0.064,1,0,1,2.1,17.4,1.9,15.9,9,19.3,2.1,1.8,13,29.9,G-F,edwaran01
482,Joel Embiid,66,1,2022-23,28,PHI,66,66,1,12.3,124,109,8.4,3.9,0.259,6.8,2.3,9.2,6.4,31.4,5.9,28.3,17.3,22.9,1.4,4.6,11.9,37,C,embiijo01
483,Drew Eubanks,28,0,2022-23,25,POR,78,28,0,4.4,130,115,2.9,1.6,0.134,-0.9,0.9,0.1,0.8,16.2,9.5,20.9,15.2,9.2,1.2,5.7,14.7,12.5,F,eubandr01
484,Dorian Finney-Smith,66,0,2022-23,29,BRKDAL,66,66,0,2.1,109,117,0.6,1.6,0.051,-1.7,-0.3,-2,0,9.2,6.5,11.5,9,6.7,1.4,1.6,10.5,13.2,F,finnedo01
485,De'Aaron Fox,73,1,2022-23,25,SAC,73,73,1,7.4,119,117,5.5,1.8,0.146,3.4,-0.9,2.5,2.7,21.8,1.9,12.4,7.2,29.6,1.6,0.8,10.6,30.1,G,foxde01
486,Markelle Fultz,60,0,2022-23,24,ORL,60,60,0,3.7,113,114,1.7,2,0.1,-0.1,0.7,0.5,1.2,16.6,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,G,fultzma01
487,Daniel Gafford,47,0,2022-23,24,WAS,78,47,0,6.1,135,113,4.2,1.9,0.184,0.4,0.6,1,1.2,19.7,11.7,18,15,7.5,1,5.2,15.1,15.2,C-F,gaffoda01
488,Darius Garland,69,0,2022-23,23,CLE,69,69,0,7.6,118,113,4.5,3,0.148,3.2,-0.7,2.4,2.7,18.8,1.3,7.6,4.5,34.1,1.7,0.3,13.5,26.9,G,garlada01
489,Paul George,56,1,2022-23,32,LAC,56,56,1,4.6,113,113,2.3,2.3,0.114,2.4,0.3,2.8,2.3,19.6,2.6,17,9.9,24.2,2.1,0.9,13.4,29.5,F-G,georgpa01
490,Josh Giddey,76,0,2022-23,20,OKC,76,76,0,4,109,114,1.3,2.7,0.081,1.5,-0.3,1.2,1.9,17.1,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,G,giddejo01
491,Shai Gilgeous-Alexander,68,1,2022-23,24,OKC,68,68,1,11.4,125,113,8.4,3,0.226,5.7,1.5,7.3,5.6,27.2,2.6,12.2,7.3,25.7,2.2,2.5,10.1,32.8,G,gilgesh01
492,Rudy Gobert,70,0,2022-23,30,MIN,70,70,0,7.8,127,109,4.3,3.5,0.174,0,0.7,0.7,1.4,18.9,12.2,29.8,21.2,5.6,1.2,3.9,14.9,16.3,C,goberru01
493,Aaron Gordon,68,0,2022-23,27,DEN,68,68,0,6.8,124,115,4.6,2.2,0.158,2.4,-0.3,2.1,2.1,19.5,9.4,15.4,12.5,14.2,1.3,2.2,9.8,21.1,F,gordoaa01
494,Eric Gordon,58,0,2022-23,34,HOULAC,69,58,0,2.3,115,122,1.8,0.5,0.056,-0.5,-1.4,-1.9,0.1,11.8,0.9,6.7,3.8,13.4,1.1,1.2,12.5,17.8,G-F,gordoer01
495,Jerami Grant,63,0,2022-23,28,POR,63,63,0,4.1,117,120,3.1,1,0.087,1.2,-1.4,-0.2,1,16,2.7,11.9,7.2,10.3,1.1,2.1,9.8,22.8,F,grantje01
