Player,GS,AS,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Player-additional
Jalen Johnson,52,0,2023-24,22,ATL,56,52,0,1889,359,702,288,502,71,200,107,147,74,414,488,203,67,47,101,133,896,0.511,0.574,0.355,0.728,0.584,0.562,F,johnsja05
Keldon Johnson,27,0,2023-24,24,SAS,69,27,0,2038,391,862,264,495,127,367,175,221,95,282,377,195,51,20,100,149,1084,0.454,0.533,0.346,0.792,0.565,0.527,G,johnske04
Nikola Jokić,79,1,2023-24,28,DEN,79,79,1,2737,822,1411,739,1180,83,231,358,438,223,753,976,708,108,68,237,194,2085,0.583,0.626,0.359,0.817,0.65,0.612,C-F,jokicni01
Derrick Jones Jr.,66,0,2023-24,26,DAL,76,66,0,1783,239,495,157,256,82,239,97,136,82,168,250,75,53,51,65,121,657,0.483,0.613,0.343,0.713,0.592,0.566,F,jonesde02
Herbert Jones,76,0,2023-24,25,NOP,76,76,0,2321,293,588,179,315,114,273,137,158,74,198,272,199,105,62,93,224,837,0.498,0.568,0.418,0.867,0.636,0.595,F,joneshe01
Tre Jones,48,0,2023-24,24,SAS,77,48,0,2138,303,600,239,409,64,191,101,118,58,231,289,478,78,9,116,92,771,0.505,0.584,0.335,0.856,0.591,0.558,G,jonestr01
Tyus Jones,66,0,2023-24,27,WAS,66,66,0,1933,326,666,220,410,106,256,32,40,20,159,179,485,71,18,66,48,790,0.489,0.537,0.414,0.8,0.578,0.569,G,jonesty01
Nikola Jović,38,0,2023-24,20,MIA,46,38,0,896,127,281,62,118,65,163,33,47,25,167,192,90,25,14,42,82,352,0.452,0.525,0.399,0.702,0.583,0.568,G-F,jovicni01
Luke Kennard,22,0,2023-24,27,MEM,39,22,0,999,141,315,34,77,107,238,40,45,11,102,113,136,20,2,54,39,429,0.448,0.442,0.45,0.889,0.641,0.617,G,kennalu01
Walker Kessler,22,0,2023-24,22,UTA,64,22,0,1493,229,350,225,331,4,19,56,93,165,316,481,60,30,154,66,132,518,0.654,0.68,0.211,0.602,0.663,0.66,C,kesslwa01
Corey Kispert,22,0,2023-24,24,WAS,80,22,0,2067,386,794,202,314,184,480,114,157,30,195,225,156,41,16,98,141,1070,0.486,0.643,0.383,0.726,0.62,0.602,G-F,kispeco01
Kevin Knox,11,0,2023-24,24,DET,31,11,0,560,86,186,55,92,31,94,20,22,18,57,75,23,13,7,22,50,223,0.462,0.598,0.33,0.909,0.57,0.546,F,knoxke01
John Konchar,23,0,2023-24,27,MEM,55,23,0,1173,88,208,50,88,38,120,21,25,72,185,257,110,51,51,46,76,235,0.423,0.568,0.317,0.84,0.537,0.514,G,konchjo01
Vit Krejci,14,0,2023-24,23,ATL,22,14,0,541,51,104,23,36,28,68,5,6,11,41,52,50,13,6,20,48,135,0.49,0.639,0.412,0.833,0.633,0.625,G,krejcvi01
Jonathan Kuminga,46,0,2023-24,21,GSW,74,46,0,1949,456,862,403,697,53,165,223,299,92,263,355,163,55,36,122,169,1188,0.529,0.578,0.321,0.746,0.598,0.56,F,kuminjo01
Kyle Kuzma,70,0,2023-24,28,WAS,70,70,0,2281,608,1313,457,863,151,450,186,240,62,402,464,296,37,49,192,153,1553,0.463,0.53,0.336,0.775,0.547,0.521,F,kuzmaky01
Zach LaVine,23,0,2023-24,28,CHI,25,23,0,872,170,376,111,207,59,169,88,103,8,121,129,98,21,8,52,57,487,0.452,0.536,0.349,0.854,0.578,0.531,G-F,lavinza01
Kawhi Leonard,68,1,2023-24,32,LAC,68,68,1,2330,610,1162,470,826,140,336,253,286,84,332,416,244,111,59,119,97,1613,0.525,0.569,0.417,0.885,0.626,0.585,F,leonaka01
Caris LeVert,10,0,2023-24,29,CLE,68,10,0,1958,345,820,237,488,108,332,154,201,39,241,280,346,76,34,117,121,952,0.421,0.486,0.325,0.766,0.524,0.487,G-F,leverca01
Damian Lillard,73,1,2023-24,33,MIL,73,73,1,2579,541,1277,321,655,220,622,473,514,36,284,320,508,72,18,193,134,1775,0.424,0.49,0.354,0.92,0.59,0.51,G,lillada01
Dereck Lively II,42,0,2023-24,19,DAL,55,42,0,1294,221,296,221,294,0,2,41,81,135,243,378,60,36,77,50,144,483,0.747,0.752,0,0.506,0.728,0.747,C,livelde01
Kevon Looney,36,0,2023-24,27,GSW,74,36,0,1195,139,233,139,232,0,1,56,83,143,276,419,133,28,29,50,155,334,0.597,0.599,0,0.675,0.62,0.597,F-C,looneke01
Brook Lopez,79,0,2023-24,35,MIL,79,79,0,2411,366,755,218,351,148,404,110,134,117,292,409,127,43,189,79,191,990,0.485,0.621,0.366,0.821,0.608,0.583,C,lopezbr01
Kyle Lowry,55,0,2023-24,37,MIAPHI,60,55,0,1690,163,377,65,127,98,250,63,75,34,160,194,253,59,21,85,146,487,0.432,0.512,0.392,0.84,0.594,0.562,G,lowryky01
Terance Mann,71,0,2023-24,27,LAC,75,71,0,1873,254,493,183,289,71,204,79,95,87,167,254,119,43,15,48,145,658,0.515,0.633,0.348,0.832,0.615,0.587,G-F,mannte01
Tre Mann,28,0,2023-24,22,CHOOKC,41,28,0,987,145,316,98,190,47,126,45,59,20,129,149,165,51,3,65,48,382,0.459,0.516,0.373,0.763,0.559,0.533,G,manntr01
Lauri Markkanen,55,0,2023-24,26,UTA,55,55,0,1820,427,890,252,451,175,439,249,277,122,327,449,110,50,26,77,100,1278,0.48,0.559,0.399,0.899,0.631,0.578,F-C,markkla01
Caleb Martin,23,0,2023-24,28,MIA,64,23,0,1756,241,559,160,327,81,232,77,99,74,207,281,143,47,29,77,126,640,0.431,0.489,0.349,0.778,0.531,0.504,F,martica02
Cody Martin,22,0,2023-24,28,CHO,28,22,0,753,82,215,55,129,27,86,20,33,19,90,109,104,32,18,44,48,211,0.381,0.426,0.314,0.606,0.46,0.444,G-F,martico01
Bennedict Mathurin,19,0,2023-24,21,IND,59,19,0,1538,296,663,216,449,80,214,184,224,60,174,234,119,35,14,97,117,856,0.446,0.481,0.374,0.821,0.562,0.507,G-F,mathube01
Tyrese Maxey,70,1,2023-24,23,PHI,70,70,1,2626,638,1419,426,850,212,569,328,378,36,222,258,433,69,33,116,151,1816,0.45,0.501,0.373,0.868,0.573,0.524,G,maxeyty01
Miles McBride,14,0,2023-24,23,NYK,68,14,0,1328,205,454,96,188,109,266,43,50,31,69,100,114,50,7,30,108,562,0.452,0.511,0.41,0.86,0.59,0.572,G,mcbrimi01
CJ McCollum,66,0,2023-24,32,NOP,66,66,0,2159,484,1055,245,498,239,557,115,139,39,247,286,305,62,41,110,126,1322,0.459,0.492,0.429,0.827,0.592,0.572,G,mccolcj01
Jaden McDaniels,71,0,2023-24,23,MIN,72,71,0,2105,307,628,221,373,86,255,57,79,56,168,224,101,63,42,87,219,757,0.489,0.592,0.337,0.722,0.571,0.557,F,mcdanja02
Bryce McGowens,14,0,2023-24,21,CHO,59,14,0,882,101,230,67,128,34,102,66,85,17,85,102,51,21,10,30,74,302,0.439,0.523,0.333,0.776,0.565,0.513,G-F,mcgowbr01
De'Anthony Melton,33,0,2023-24,25,PHI,38,33,0,1023,139,360,62,146,77,214,66,79,28,113,141,114,60,16,39,84,421,0.386,0.425,0.36,0.835,0.533,0.493,G,meltode01
Chimezie Metu,12,0,2023-24,26,DETPHO,51,12,0,859,123,244,95,150,28,94,58,64,41,153,194,46,43,16,52,71,332,0.504,0.633,0.298,0.906,0.61,0.561,F-C,metuch01
Vasilije Micić,21,0,2023-24,30,CHOOKC,60,21,0,1176,159,370,116,216,43,154,61,75,14,74,88,262,31,7,99,68,422,0.43,0.537,0.279,0.813,0.524,0.488,G,micicva01
Khris Middleton,55,0,2023-24,32,MIL,55,55,0,1487,317,643,223,396,94,247,100,120,40,217,257,292,51,15,127,141,828,0.493,0.563,0.381,0.833,0.595,0.566,F-G,middlkh01
Brandon Miller,68,0,2023-24,21,CHO,74,68,0,2383,476,1083,292,590,184,493,143,173,60,255,315,175,66,42,132,184,1279,0.44,0.495,0.373,0.827,0.552,0.524,F-G,millebr02
Donovan Mitchell,55,1,2023-24,27,CLE,55,55,1,1942,503,1089,321,595,182,494,275,318,46,234,280,333,101,30,154,118,1463,0.462,0.539,0.368,0.865,0.595,0.545,G,mitchdo01
Evan Mobley,50,0,2023-24,22,CLE,50,50,0,1532,320,552,298,493,22,59,123,171,111,357,468,160,45,72,90,134,785,0.58,0.604,0.373,0.719,0.626,0.6,F-C,mobleev01
Trey Murphy III,23,0,2023-24,23,NOP,57,23,0,1690,275,621,106,176,169,445,123,151,42,238,280,124,51,28,34,70,842,0.443,0.602,0.38,0.815,0.612,0.579,F,murphtr02
Dejounte Murray,78,0,2023-24,27,ATL,78,78,0,2783,672,1463,471,909,201,554,208,262,62,354,416,502,111,24,201,138,1753,0.459,0.518,0.363,0.794,0.555,0.528,G,murrade01
Jamal Murray,59,0,2023-24,26,DEN,59,59,0,1861,474,986,329,645,145,341,157,184,42,200,242,384,57,39,125,104,1250,0.481,0.51,0.425,0.853,0.586,0.554,G,murraja01
Keegan Murray,77,0,2023-24,23,SAC,77,77,0,2588,443,975,260,464,183,511,103,124,106,314,420,129,79,59,64,205,1172,0.454,0.56,0.358,0.831,0.569,0.548,F,murrake02
Kris Murray,29,0,2023-24,23,POR,62,29,0,1348,145,366,96,183,49,183,37,56,85,139,224,80,53,21,55,92,376,0.396,0.525,0.268,0.661,0.481,0.463,F,murrakr01
Andrew Nembhard,47,0,2023-24,24,IND,68,47,0,1697,260,522,199,351,61,171,45,56,36,105,141,280,63,6,101,143,626,0.498,0.567,0.357,0.804,0.573,0.557,G,nembhan01
Aaron Nesmith,47,0,2023-24,24,IND,72,47,0,1995,315,635,175,301,140,334,107,137,63,212,275,108,65,49,64,241,877,0.496,0.581,0.419,0.781,0.631,0.606,G-F,nesmiaa01
Georges Niang,10,0,2023-24,30,CLE,82,10,0,1831,284,632,135,236,149,396,51,60,22,256,278,98,30,18,72,192,768,0.449,0.572,0.376,0.85,0.583,0.567,F,niangge01
Jusuf Nurkić,76,0,2023-24,29,PHO,76,76,0,2078,320,627,298,537,22,90,167,261,224,613,837,301,81,80,175,254,829,0.51,0.555,0.244,0.64,0.559,0.528,C,nurkiju01
Josh Okogie,11,0,2023-24,25,PHO,60,11,0,960,86,206,57,112,29,94,76,102,74,80,154,64,48,24,36,68,277,0.417,0.509,0.309,0.745,0.552,0.488,G,okogijo01
Isaac Okoro,42,0,2023-24,23,CLE,69,42,0,1887,235,480,151,265,84,215,93,137,67,139,206,132,57,34,54,140,647,0.49,0.57,0.391,0.679,0.599,0.577,G-F,okorois01
Kelly Olynyk,27,0,2023-24,32,TORUTA,78,27,0,1759,276,497,216,342,60,155,150,180,108,303,411,347,74,30,152,230,762,0.555,0.632,0.387,0.833,0.661,0.616,C-F,olynyke01
Royce O'Neale,14,0,2023-24,30,BRKPHO,79,14,0,1954,214,539,58,117,156,422,24,35,60,317,377,219,59,44,73,174,608,0.397,0.496,0.37,0.686,0.548,0.542,F,onealro01
Kelly Oubre Jr.,52,0,2023-24,28,PHI,68,52,0,2055,387,878,286,553,101,325,174,232,94,247,341,101,77,47,87,194,1049,0.441,0.517,0.311,0.75,0.535,0.498,F,oubreke01
Chris Paul,18,0,2023-24,38,GSW,58,18,0,1531,206,467,128,257,78,210,43,52,18,207,225,393,70,6,76,108,533,0.441,0.498,0.371,0.827,0.544,0.525,G,paulch01
Cameron Payne,10,0,2023-24,29,MILPHI,78,10,0,1304,208,481,104,214,104,267,58,67,21,96,117,205,42,11,66,126,578,0.432,0.486,0.39,0.866,0.566,0.541,G,payneca01
Scotty Pippen Jr.,16,0,2023-24,23,MEM,21,16,0,527,100,203,70,131,30,72,41,55,22,45,67,98,36,10,56,60,271,0.493,0.534,0.417,0.745,0.596,0.567,G,pippesc02
Mason Plumlee,11,0,2023-24,33,LAC,46,11,0,674,87,153,87,147,0,6,70,99,60,174,234,55,14,17,36,68,244,0.569,0.592,0,0.707,0.621,0.569,C-F,plumlma01
Brandin Podziemski,28,0,2023-24,20,GSW,74,28,0,1968,271,597,181,363,90,234,50,79,118,309,427,273,61,14,88,122,682,0.454,0.499,0.385,0.633,0.54,0.529,G,podzibr01
Jakob Poeltl,50,0,2023-24,28,TOR,50,50,0,1319,248,378,248,378,0,0,59,107,146,283,429,127,35,76,77,149,555,0.656,0.656,,0.551,0.653,0.656,C,poeltja01
Jordan Poole,66,0,2023-24,24,WAS,78,66,0,2346,490,1186,306,622,184,564,192,219,32,180,212,343,86,25,188,244,1356,0.413,0.492,0.326,0.877,0.529,0.491,G,poolejo01
Michael Porter Jr.,81,0,2023-24,25,DEN,81,81,0,2565,522,1079,302,525,220,554,92,110,106,459,565,122,42,53,92,148,1356,0.484,0.575,0.397,0.836,0.601,0.586,F,portemi01
Kristaps Porziņģis,57,0,2023-24,28,BOS,57,57,0,1690,388,752,278,459,110,293,259,302,97,312,409,115,42,111,89,156,1145,0.516,0.606,0.375,0.858,0.647,0.589,F-C,porzikr01
Taurean Prince,49,0,2023-24,29,LAL,78,49,0,2108,253,572,112,216,141,356,50,68,21,209,230,119,58,35,73,146,697,0.442,0.519,0.396,0.735,0.579,0.566,F,princta02
Immanuel Quickley,38,0,2023-24,24,NYKTOR,68,38,0,1985,388,894,217,461,171,433,209,245,17,242,259,331,50,10,101,119,1156,0.434,0.471,0.395,0.853,0.577,0.53,G,quickim01
Julius Randle,46,1,2023-24,29,NYK,46,46,1,1630,395,836,319,592,76,244,236,302,99,324,423,229,25,12,159,125,1102,0.472,0.539,0.311,0.781,0.569,0.518,F-C,randlju01
Duop Reath,20,0,2023-24,27,POR,68,20,0,1214,230,499,142,254,88,245,69,93,93,157,250,67,33,38,52,161,617,0.461,0.559,0.359,0.742,0.571,0.549,C,reathdu01
Austin Reaves,57,0,2023-24,25,LAL,82,57,0,2629,457,940,303,520,154,420,232,272,57,295,352,450,66,25,174,153,1300,0.486,0.583,0.367,0.853,0.613,0.568,G,reaveau01
Cam Reddish,26,0,2023-24,24,LAL,48,26,0,984,91,234,54,124,37,110,41,54,27,72,99,48,47,14,31,64,260,0.389,0.435,0.336,0.759,0.504,0.468,F,reddica01
Paul Reed,24,0,2023-24,24,PHI,82,24,0,1590,259,480,238,423,21,57,61,85,193,295,488,109,67,84,67,198,600,0.54,0.563,0.368,0.718,0.58,0.561,F,reedpa01
Naz Reid,14,0,2023-24,24,MIN,81,14,0,1964,406,851,237,443,169,408,109,148,73,350,423,106,63,73,111,172,1090,0.477,0.535,0.414,0.736,0.595,0.576,F,reidna01
Nick Richards,51,0,2023-24,26,CHO,67,51,0,1759,260,376,260,375,0,1,132,179,172,367,539,54,26,74,73,176,652,0.691,0.693,0,0.737,0.717,0.691,F-C,richani01
Duncan Robinson,36,0,2023-24,29,MIA,68,36,0,1905,304,675,117,202,187,473,80,90,15,158,173,192,46,16,95,163,875,0.45,0.579,0.395,0.889,0.612,0.589,G-F,robindu01
Mitchell Robinson,21,0,2023-24,25,NYK,31,21,0,768,73,127,73,127,0,0,27,66,142,121,263,18,37,35,25,55,173,0.575,0.575,,0.409,0.554,0.575,C,robinmi01
David Roddy,13,0,2023-24,22,MEMPHO,65,13,0,1177,165,409,117,245,48,164,47,68,53,158,211,80,27,11,57,72,425,0.403,0.478,0.293,0.691,0.484,0.462,F,roddyda01
Terry Rozier,60,0,2023-24,29,CHOMIA,61,60,0,2040,442,998,293,588,149,410,172,198,35,212,247,342,63,21,106,101,1205,0.443,0.498,0.363,0.869,0.555,0.518,G,roziete01
Rayan Rupert,12,0,2023-24,19,POR,39,12,0,633,54,161,26,83,28,78,19,25,24,68,92,62,12,3,31,56,155,0.335,0.313,0.359,0.76,0.451,0.422,G,ruperra01
D'Angelo Russell,69,0,2023-24,27,LAL,76,69,0,2484,492,1080,266,535,226,545,159,192,28,208,236,482,69,36,156,156,1369,0.456,0.497,0.415,0.828,0.588,0.56,G,russeda01
Domantas Sabonis,82,0,2023-24,27,SAC,82,82,0,2928,634,1068,601,981,33,87,292,415,294,826,1120,673,74,48,272,250,1593,0.594,0.613,0.379,0.704,0.637,0.609,C-F,sabondo01
Marcus Sasser,11,0,2023-24,23,DET,71,11,0,1351,219,512,129,272,90,240,58,66,11,114,125,236,44,12,90,103,586,0.428,0.474,0.375,0.879,0.542,0.516,G,sassema01
Dennis Schröder,58,0,2023-24,30,BRKTOR,80,58,0,2486,403,927,265,559,138,368,178,213,39,203,242,488,63,17,153,164,1122,0.435,0.474,0.375,0.836,0.55,0.509,G,schrode01
Alperen Sengun,63,0,2023-24,21,HOU,63,63,0,2046,527,982,494,871,33,111,244,352,183,406,589,312,76,46,162,211,1331,0.537,0.567,0.297,0.693,0.585,0.553,C-F,sengual01
Brice Sensabaugh,11,0,2023-24,20,UTA,32,11,0,584,85,218,51,103,34,115,37,41,16,86,102,55,13,6,47,43,241,0.39,0.495,0.296,0.902,0.511,0.468,F,sensabr01
Collin Sexton,51,0,2023-24,25,UTA,78,51,0,2075,506,1038,378,713,128,325,318,370,71,134,205,383,62,18,165,154,1458,0.487,0.53,0.394,0.859,0.607,0.549,G,sextoco01
Shaedon Sharpe,25,0,2023-24,20,POR,32,25,0,1059,176,434,116,254,60,180,98,119,42,118,160,94,28,12,72,88,510,0.406,0.457,0.333,0.824,0.524,0.475,G,sharpsh01
Pascal Siakam,80,0,2023-24,29,INDTOR,80,80,0,2657,681,1271,596,1025,85,246,290,396,139,426,565,342,63,25,141,193,1737,0.536,0.581,0.346,0.732,0.601,0.569,F-C,siakapa01
Ben Simmons,12,0,2023-24,27,BRK,15,12,0,359,43,74,43,74,0,0,6,15,31,88,119,86,12,9,27,36,92,0.581,0.581,,0.4,0.571,0.581,G-F,simmobe01
Anfernee Simons,46,0,2023-24,24,POR,46,46,0,1582,360,837,204,432,156,405,163,178,22,145,167,255,23,5,126,98,1039,0.43,0.472,0.385,0.916,0.568,0.523,G,simonan01
Jericho Sims,11,0,2023-24,25,NYK,45,11,0,585,38,55,38,55,0,0,16,24,56,91,147,25,8,19,16,45,92,0.691,0.691,,0.667,0.702,0.691,F,simsje01
Marcus Smart,20,0,2023-24,29,MEM,20,20,0,605,102,237,60,103,42,134,43,56,6,47,53,86,41,5,62,53,289,0.43,0.583,0.313,0.768,0.552,0.519,G,smartma01
Jalen Smith,14,0,2023-24,23,IND,61,14,0,1047,234,395,173,251,61,144,72,104,112,225,337,63,17,38,44,124,601,0.592,0.689,0.424,0.692,0.682,0.67,F,smithja04
Jabari Smith Jr.,76,0,2023-24,20,HOU,76,76,0,2424,378,833,240,453,138,380,150,185,139,477,616,121,52,61,89,200,1044,0.454,0.53,0.363,0.811,0.571,0.537,F,smithja05
Jeremy Sochan,73,0,2023-24,20,SAS,74,73,0,2193,340,776,270,549,70,227,111,144,137,339,476,249,62,40,140,168,861,0.438,0.492,0.308,0.771,0.513,0.483,F-G,sochaje01
Isaiah Stewart,45,0,2023-24,22,DET,46,45,0,1423,186,382,119,207,67,175,64,85,74,231,305,73,17,38,66,99,503,0.487,0.575,0.383,0.753,0.6,0.575,F-C,stewais01
Max Strus,70,0,2023-24,27,CLE,70,70,0,2239,304,728,136,249,168,479,77,97,66,272,338,283,64,29,112,170,853,0.418,0.546,0.351,0.794,0.553,0.533,G,strusma01
Jalen Suggs,75,0,2023-24,22,ORL,75,75,0,2025,336,714,183,329,153,385,118,156,48,181,229,205,106,47,132,205,943,0.471,0.556,0.397,0.756,0.602,0.578,G,suggsja01
Jayson Tatum,74,1,2023-24,25,BOS,74,74,1,2645,672,1426,443,817,229,609,414,497,67,534,601,364,75,43,188,145,1987,0.471,0.542,0.376,0.833,0.604,0.552,F,tatumja01
Cam Thomas,51,0,2023-24,22,BRK,66,51,0,2075,526,1190,382,794,144,396,286,334,28,186,214,192,45,16,124,138,1482,0.442,0.481,0.364,0.856,0.554,0.503,G,thomaca02
Amen Thompson,23,0,2023-24,21,HOU,62,23,0,1388,239,446,231,388,8,58,106,155,148,261,409,163,78,38,90,141,592,0.536,0.595,0.138,0.684,0.576,0.545,G,thompam01
Ausar Thompson,38,0,2023-24,21,DET,63,38,0,1583,232,480,211,367,21,113,71,119,129,273,402,120,68,59,84,175,556,0.483,0.575,0.186,0.597,0.522,0.505,G,thompau01
Klay Thompson,63,0,2023-24,33,GSW,77,63,0,2284,490,1133,222,441,268,692,127,137,35,219,254,176,50,35,117,127,1375,0.432,0.503,0.387,0.927,0.576,0.551,G-F,thompkl01
Matisse Thybulle,19,0,2023-24,26,POR,65,19,0,1487,126,317,46,86,80,231,22,29,30,106,136,90,113,49,40,93,354,0.397,0.535,0.346,0.759,0.537,0.524,G,thybuma01
Xavier Tillman Sr.,15,0,2023-24,25,BOSMEM,54,15,0,974,121,279,101,198,20,81,22,50,70,141,211,77,51,44,34,75,284,0.434,0.51,0.247,0.44,0.472,0.47,F,tillmxa01
Obi Toppin,28,0,2023-24,25,IND,82,28,0,1730,332,579,230,326,102,253,77,100,85,235,320,128,47,43,69,143,843,0.573,0.706,0.403,0.77,0.677,0.661,F,toppiob01
Karl-Anthony Towns,62,1,2023-24,28,MIN,62,62,1,2026,479,951,343,624,136,327,255,292,94,421,515,189,43,41,177,204,1349,0.504,0.55,0.416,0.873,0.625,0.575,C-F,townska01
Gary Trent Jr.,41,0,2023-24,25,TOR,71,41,0,1994,361,847,183,394,178,453,74,96,25,163,188,119,77,10,47,96,974,0.426,0.464,0.393,0.771,0.548,0.531,G,trentga02
P.J. Tucker,10,0,2023-24,38,LACPHI,31,10,0,486,18,50,5,15,13,35,3,3,28,57,85,16,16,7,8,54,52,0.36,0.333,0.371,1,0.507,0.49,F,tuckepj01
Myles Turner,77,0,2023-24,27,IND,77,77,0,2076,476,909,360,585,116,324,245,317,113,420,533,100,39,144,109,232,1313,0.524,0.615,0.358,0.773,0.626,0.587,C-F,turnemy01
Jonas Valančiūnas,82,0,2023-24,31,NOP,82,82,0,1925,402,719,365,599,37,120,161,205,186,535,721,173,32,68,111,218,1002,0.559,0.609,0.308,0.785,0.619,0.585,C,valanjo01
Fred VanVleet,73,0,2023-24,29,HOU,73,73,0,2684,423,1018,196,432,227,586,197,229,33,245,278,589,101,59,126,183,1270,0.416,0.454,0.387,0.86,0.568,0.527,G,vanvlfr01
Devin Vassell,62,0,2023-24,23,SAS,68,62,0,2248,498,1056,332,610,166,446,161,201,27,234,261,277,73,23,108,74,1323,0.472,0.544,0.372,0.801,0.578,0.55,G-F,vassede01
Nikola Vučević,74,0,2023-24,33,CHI,76,74,0,2610,586,1211,494,898,92,313,106,129,210,591,801,254,50,60,120,190,1370,0.484,0.55,0.294,0.822,0.54,0.522,C,vucevni01
Dean Wade,32,0,2023-24,27,CLE,54,32,0,1108,96,232,17,30,79,202,20,26,37,181,218,43,40,25,20,93,291,0.414,0.567,0.391,0.769,0.598,0.584,F,wadede01
Franz Wagner,72,0,2023-24,22,ORL,72,72,0,2337,528,1096,434,762,94,334,271,319,72,309,381,269,76,28,137,168,1421,0.482,0.57,0.281,0.85,0.575,0.525,G-F,wagnefr01
Jabari Walker,23,0,2023-24,21,POR,72,23,0,1700,234,509,193,370,41,139,129,171,151,357,508,71,42,22,66,173,638,0.46,0.522,0.295,0.754,0.546,0.5,F,walkeja01
Cason Wallace,13,0,2023-24,20,OKC,82,13,0,1692,217,442,119,208,98,234,29,37,52,135,187,120,76,37,45,129,561,0.491,0.572,0.419,0.784,0.612,0.602,G,wallaca01
P.J. Washington,45,0,2023-24,25,CHODAL,73,45,0,2221,354,811,222,398,132,413,99,145,85,326,411,141,72,59,96,169,939,0.436,0.558,0.32,0.683,0.537,0.518,F,washipj01
Victor Wembanyama,71,0,2023-24,20,SAS,71,71,0,2106,551,1186,423,792,128,394,292,367,161,594,755,274,88,254,260,153,1522,0.465,0.534,0.325,0.796,0.565,0.519,C-F,wembavi01
Russell Westbrook,11,0,2023-24,35,LAC,68,11,0,1529,301,663,259,509,42,154,110,160,93,250,343,306,74,23,144,121,754,0.454,0.509,0.273,0.688,0.514,0.486,G,westbru01
Coby White,78,0,2023-24,23,CHI,79,78,0,2881,541,1209,332,653,209,556,218,260,44,314,358,405,53,18,166,186,1509,0.447,0.508,0.376,0.838,0.57,0.534,G,whiteco01
Derrick White,73,0,2023-24,29,BOS,73,73,0,2381,387,839,191,344,196,495,137,152,51,259,310,377,74,87,112,152,1107,0.461,0.555,0.396,0.901,0.611,0.578,G,whitede01
Andrew Wiggins,59,0,2023-24,28,GSW,71,59,0,1920,353,780,262,526,91,254,142,189,108,213,321,119,42,41,87,147,939,0.453,0.498,0.358,0.751,0.544,0.511,F-G,wiggian01
Grant Williams,43,0,2023-24,25,CHODAL,76,43,0,2130,276,605,150,269,126,336,106,140,86,232,318,174,44,39,109,226,784,0.456,0.558,0.375,0.757,0.588,0.56,F,willigr01
Jalen Williams,71,0,2023-24,22,OKC,71,71,0,2223,536,993,433,752,103,241,180,221,37,245,282,322,80,45,123,175,1355,0.54,0.576,0.427,0.814,0.621,0.592,G,willija06
Mark Williams,19,0,2023-24,22,CHO,19,19,0,508,98,151,98,151,0,0,46,64,76,108,184,22,16,20,17,50,242,0.649,0.649,,0.719,0.675,0.649,C,willima07
Patrick Williams,30,0,2023-24,22,CHI,43,30,0,1174,159,359,100,211,59,148,52,66,46,120,166,66,40,33,57,87,429,0.443,0.474,0.399,0.788,0.553,0.525,F,willipa01
Vince Williams Jr.,33,0,2023-24,23,MEM,52,33,0,1436,169,379,90,170,79,209,104,130,59,231,290,175,47,34,92,135,521,0.446,0.529,0.378,0.8,0.597,0.55,F,willivi01
Zion Williamson,70,0,2023-24,23,NOP,70,70,0,2207,624,1094,618,1076,6,18,347,494,122,284,406,352,77,47,193,159,1601,0.57,0.574,0.333,0.702,0.61,0.573,F-C,willizi01
Ziaire Williams,15,0,2023-24,22,MEM,51,15,0,1038,150,378,92,189,58,189,62,75,35,145,180,75,36,9,66,85,420,0.397,0.487,0.307,0.827,0.511,0.474,F,willizi02
Trae Young,54,1,2023-24,25,ATL,54,54,1,1942,433,1008,258,539,175,469,348,407,23,126,149,583,72,11,235,109,1389,0.43,0.479,0.373,0.855,0.585,0.516,G,youngtr01
Omer Yurtseven,12,0,2023-24,25,UTA,48,12,0,545,99,184,94,160,5,24,19,28,72,136,208,29,8,18,37,52,222,0.538,0.588,0.208,0.679,0.565,0.552,C,yurtsom01
Ivica Zubac,68,0,2023-24,26,LAC,68,68,0,1794,337,519,337,519,0,0,120,166,196,430,626,93,22,83,79,180,794,0.649,0.649,,0.723,0.671,0.649,C,zubaciv01
Precious Achiuwa,12,0,2022-23,23,TOR,55,12,0,1140,196,404,167,296,29,108,87,124,100,228,328,50,31,30,59,102,508,0.485,0.564,0.269,0.702,0.554,0.521,F,achiupr01
Steven Adams,42,0,2022-23,29,MEM,42,42,0,1133,157,263,157,262,0,1,47,129,214,271,485,97,36,46,79,98,361,0.597,0.599,0,0.364,0.564,0.597,C,adamsst01
Bam Adebayo,75,1,2022-23,25,MIA,75,75,1,2598,602,1114,601,1102,1,12,324,402,184,504,688,240,88,61,187,208,1529,0.54,0.545,0.083,0.806,0.592,0.541,C-F,adebaba01
Ochai Agbaji,22,0,2022-23,22,UTA,59,22,0,1209,165,386,84,158,81,228,56,69,43,78,121,67,16,15,41,99,467,0.427,0.532,0.355,0.812,0.561,0.532,G,agbajoc01
Santi Aldama,20,0,2022-23,22,MEM,77,20,0,1682,247,525,153,259,94,266,108,144,85,286,371,97,45,48,60,143,696,0.47,0.591,0.353,0.75,0.591,0.56,F,aldamsa01
