Player,AS_x,Season,Age,Team_x,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Rk_y,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Pos,Player-additional_y
Gary Trent Jr.,0,2023-24,25,TOR,71,41,1994,361,847,183,394,178,453,74,96,25,163,188,119,77,10,47,96,974,0.426,0.464,0.393,0.771,0.548,0.531,388,1.7,110,121,0.8,0.9,0.04,-1.2,-1.4,-2.6,-0.3,12,1.4,9.2,5.2,8.6,1.9,0.4,5,20,G,trentga02
P.J. Tucker,0,2023-24,38,LACPHI,31,10,486,18,50,5,15,13,35,3,3,28,57,85,16,16,7,8,54,52,0.36,0.333,0.371,1,0.507,0.49,389,0.7,120,116,0.2,0.5,0.068,-4,0.4,-3.6,-0.2,5.9,6.7,12.9,9.8,3.9,1.6,1.3,13.5,5.3,F,tuckepj01
Myles Turner,0,2023-24,27,IND,77,77,2076,476,909,360,585,116,324,245,317,113,420,533,100,39,144,109,232,1313,0.524,0.615,0.358,0.773,0.626,0.587,390,5.8,120,115,3.6,2.2,0.134,1,-0.1,0.9,1.5,19.3,6.2,22.9,14.5,6.4,0.9,5.5,9.4,23.4,C-F,turnemy01
Jonas Valančiūnas,0,2023-24,31,NOP,82,82,1925,402,719,365,599,37,120,161,205,186,535,721,173,32,68,111,218,1002,0.559,0.609,0.308,0.785,0.619,0.585,391,7.1,123,110,3.9,3.1,0.177,0.7,0.5,1.2,1.6,19.8,10.9,30.6,20.9,13.3,0.8,3.5,12.1,20.8,C,valanjo01
Fred VanVleet,0,2023-24,29,HOU,73,73,2684,423,1018,196,432,227,586,197,229,33,245,278,589,101,59,126,183,1270,0.416,0.454,0.387,0.86,0.568,0.527,392,8.4,123,114,5.3,3.1,0.15,2.6,0.8,3.4,3.6,16.7,1.3,9.9,5.6,31.1,1.8,2,10.1,19.7,G,vanvlfr01
Devin Vassell,0,2023-24,23,SAS,68,62,2248,498,1056,332,610,166,446,161,201,27,234,261,277,73,23,108,74,1323,0.472,0.544,0.372,0.801,0.578,0.55,393,3.6,113,118,2,1.6,0.077,0.9,-0.9,0,1.1,15.7,1.3,11.3,6.3,19.1,1.5,0.8,8.6,23.5,G-F,vassede01
Nikola Vučević,0,2023-24,33,CHI,76,74,2610,586,1211,494,898,92,313,106,129,210,591,801,254,50,60,120,190,1370,0.484,0.55,0.294,0.822,0.54,0.522,394,5.4,114,115,2.7,2.8,0.1,0.8,-0.7,0.1,1.4,17.7,8.8,25.8,17.1,15.2,1,2.4,8.6,23.3,C,vucevni01
Dean Wade,0,2023-24,27,CLE,54,32,1108,96,232,17,30,79,202,20,26,37,181,218,43,40,25,20,93,291,0.414,0.567,0.391,0.769,0.598,0.584,395,2.5,121,111,0.9,1.6,0.11,-1.7,1.8,0.1,0.6,10.2,3.8,18.2,11.1,5,1.8,2,7.6,10.5,F,wadede01
Franz Wagner,0,2023-24,22,ORL,72,72,2337,528,1096,434,762,94,334,271,319,72,309,381,269,76,28,137,168,1421,0.482,0.57,0.281,0.85,0.575,0.525,396,6.4,116,112,3.1,3.2,0.131,0.9,0.3,1.2,1.9,17.6,3.6,15.7,9.6,18.8,1.6,1.1,10,25.7,G-F,wagnefr01
Jabari Walker,0,2023-24,21,POR,72,23,1700,234,509,193,370,41,139,129,171,151,357,508,71,42,22,66,173,638,0.46,0.522,0.295,0.754,0.546,0.5,397,2.9,115,116,1.4,1.6,0.083,-2.4,-0.9,-3.3,-0.6,13,9.4,25,16.7,6.2,1.2,1.2,10.2,16.3,F,walkeja01
Cason Wallace,0,2023-24,20,OKC,82,13,1692,217,442,119,208,98,234,29,37,52,135,187,120,76,37,45,129,561,0.491,0.572,0.419,0.784,0.612,0.602,398,4,122,113,1.9,2.1,0.115,-0.9,1,0.1,0.9,12,3.6,8.6,6.2,8.9,2.2,2,8.9,12.9,G,wallaca01
P.J. Washington,0,2023-24,25,CHODAL,73,45,2221,354,811,222,398,132,413,99,145,85,326,411,141,72,59,96,169,939,0.436,0.558,0.32,0.683,0.537,0.518,399,1.9,106,117,0,1.9,0.04,-1.7,-0.4,-2.1,-0.1,12.2,4.2,16.5,10.3,9.3,1.6,2.4,9.9,19.1,F,washipj01
Victor Wembanyama,0,2023-24,20,SAS,71,71,2106,551,1186,423,792,128,394,292,367,161,594,755,274,88,254,260,153,1522,0.465,0.534,0.325,0.796,0.565,0.519,400,3.7,104,106,-0.7,4.4,0.085,1.9,3.3,5.2,3.8,23.1,8.2,30.7,19.4,21.5,2,10,16.2,32.2,C-F,wembavi01
Russell Westbrook,0,2023-24,35,LAC,68,11,1529,301,663,259,509,42,154,110,160,93,250,343,306,74,23,144,121,754,0.454,0.509,0.273,0.688,0.514,0.486,401,2.1,107,113,0.2,1.9,0.066,-0.2,0.7,0.5,1,16.2,7.1,17.8,12.7,29.2,2.4,1.4,16.4,25.2,G,westbru01
Coby White,0,2023-24,23,CHI,79,78,2881,541,1209,332,653,209,556,218,260,44,314,358,405,53,18,166,186,1509,0.447,0.508,0.376,0.838,0.57,0.534,402,4.7,115,120,3.1,1.6,0.078,0.7,-1.3,-0.7,0.9,14.5,1.7,12.4,6.9,20.8,0.9,0.6,11.1,22.7,G,whiteco01
Derrick White,0,2023-24,29,BOS,73,73,2381,387,839,191,344,196,495,137,152,51,259,310,377,74,87,112,152,1107,0.461,0.555,0.396,0.901,0.611,0.578,403,8.5,126,112,5.2,3.3,0.171,2.4,1.4,3.8,3.5,16.9,2.4,11.3,7,21.2,1.5,3.2,11,18.6,G,whitede01
Andrew Wiggins,0,2023-24,28,GSW,71,59,1920,353,780,262,526,91,254,142,189,108,213,321,119,42,41,87,147,939,0.453,0.498,0.358,0.751,0.544,0.511,404,2.8,112,117,1.2,1.6,0.07,-1.4,-1.2,-2.5,-0.3,12.7,6.2,11.8,9,8.6,1.1,1.9,9.2,20.9,F-G,wiggian01
Grant Williams,0,2023-24,25,CHODAL,76,43,2130,276,605,150,269,126,336,106,140,86,232,318,174,44,39,109,226,784,0.456,0.558,0.375,0.757,0.588,0.56,405,2.6,113,119,1.3,1.3,0.059,-1.9,-0.7,-2.6,-0.3,10.6,4.4,12.2,8.3,11.3,1,1.6,14.1,15.9,F,willigr01
Jalen Williams,0,2023-24,22,OKC,71,71,2223,536,993,433,752,103,241,180,221,37,245,282,322,80,45,123,175,1355,0.54,0.576,0.427,0.814,0.621,0.592,406,7.3,122,114,4.5,2.7,0.157,2,0.3,2.3,2.4,19.1,1.9,11.8,7.1,21.3,1.7,1.9,10.1,23.7,G,willija06
Mark Williams,0,2023-24,22,CHO,19,19,508,98,151,98,151,0,0,46,64,76,108,184,22,16,20,17,50,242,0.649,0.649,,0.719,0.675,0.649,407,2.1,138,116,1.6,0.5,0.198,1.6,-0.8,0.8,0.3,22.5,16.3,24.6,20.4,6.8,1.6,3.7,8.7,17.1,C,willima07
Patrick Williams,0,2023-24,22,CHI,43,30,1174,159,359,100,211,59,148,52,66,46,120,166,66,40,33,57,87,429,0.443,0.474,0.399,0.788,0.553,0.525,408,1.2,107,117,0.1,1,0.048,-2.1,-0.1,-2.3,-0.1,11,4.3,11.7,7.9,7.7,1.7,2.9,12.8,16.6,F,willipa01
Vince Williams Jr.,0,2023-24,23,MEM,52,33,1436,169,379,90,170,79,209,104,130,59,231,290,175,47,34,92,135,521,0.446,0.529,0.378,0.8,0.597,0.55,409,2.8,114,114,1.1,1.7,0.093,-1.7,1,-0.7,0.5,12.8,4.3,18.3,11,18,1.6,2.2,17.4,15.8,F,willivi01
Zion Williamson,0,2023-24,23,NOP,70,70,2207,624,1094,618,1076,6,18,347,494,122,284,406,352,77,47,193,159,1601,0.57,0.574,0.333,0.702,0.61,0.573,410,7.5,119,113,4.7,2.8,0.164,3.3,0.6,3.8,3.3,22.8,6.2,14.2,10.2,26.5,1.7,2.1,12.8,29.7,F-C,willizi01
Ziaire Williams,0,2023-24,22,MEM,51,15,1038,150,378,92,189,58,189,62,75,35,145,180,75,36,9,66,85,420,0.397,0.487,0.307,0.827,0.511,0.474,411,0.2,98,115,-0.9,1.1,0.01,-4,-0.4,-4.5,-0.6,9.3,3.5,15.9,9.5,11.1,1.7,0.8,13.8,19.7,F,willizi02
Trae Young,1,2023-24,25,ATL,54,54,1942,433,1008,258,539,175,469,348,407,23,126,149,583,72,11,235,109,1389,0.43,0.479,0.373,0.855,0.585,0.516,412,4.6,117,122,4,0.6,0.114,4.9,-2.3,2.6,2.2,20.3,1.2,7.3,4.2,45.1,1.8,0.5,16.5,30.5,G,youngtr01
Omer Yurtseven,0,2023-24,25,UTA,48,12,545,99,184,94,160,5,24,19,28,72,136,208,29,8,18,37,52,222,0.538,0.588,0.208,0.679,0.565,0.552,413,0.7,112,118,0.3,0.4,0.062,-1.6,-1.5,-3,-0.1,15,14.7,27.3,21,7.7,0.7,2.9,15.9,17.9,C,yurtsom01
Ivica Zubac,0,2023-24,26,LAC,68,68,1794,337,519,337,519,0,0,120,166,196,430,626,93,22,83,79,180,794,0.649,0.649,,0.723,0.671,0.649,414,6.8,132,113,4.5,2.3,0.182,0.8,0,0.8,1.3,19.3,12.8,26.2,19.7,7.5,0.6,4.2,11.8,16.4,C,zubaciv01
Precious Achiuwa,0,2022-23,23,TOR,55,12,1140,196,404,167,296,29,108,87,124,100,228,328,50,31,30,59,102,508,0.485,0.564,0.269,0.702,0.554,0.521,415,2.2,112,113,0.8,1.4,0.093,-1.4,-0.8,-2.3,-0.1,15.2,9.3,24.4,16.3,6.3,1.3,2.6,11.4,19.4,F,achiupr01
Steven Adams,0,2022-23,29,MEM,42,42,1133,157,263,157,262,0,1,47,129,214,271,485,97,36,46,79,98,361,0.597,0.599,0,0.364,0.564,0.597,416,3.4,118,108,1.3,2.1,0.144,-0.3,0.9,0.6,0.7,17.5,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,C,adamsst01
Bam Adebayo,1,2022-23,25,MIA,75,75,2598,602,1114,601,1102,1,12,324,402,184,504,688,240,88,61,187,208,1529,0.54,0.545,0.083,0.806,0.592,0.541,417,7.4,115,111,3.6,3.8,0.137,0.8,0.8,1.5,2.3,20.1,8,23.6,15.5,15.9,1.7,2.4,12.7,25.2,C-F,adebaba01
Ochai Agbaji,0,2022-23,22,UTA,59,22,1209,165,386,84,158,81,228,56,69,43,78,121,67,16,15,41,99,467,0.427,0.532,0.355,0.812,0.561,0.532,418,1.3,115,121,0.9,0.4,0.053,-1.7,-1.4,-3,-0.3,9.5,3.9,6.9,5.4,7.5,0.6,1,9,15.8,G,agbajoc01
Santi Aldama,0,2022-23,22,MEM,77,20,1682,247,525,153,259,94,266,108,144,85,286,371,97,45,48,60,143,696,0.47,0.591,0.353,0.75,0.591,0.56,419,4.6,120,111,2.1,2.4,0.13,-0.3,0.8,0.5,1.1,13.9,5.4,18,11.7,7.6,1.3,2.6,9.3,16,F,aldamsa01
Grayson Allen,0,2022-23,27,MIL,72,70,1972,245,557,99,191,146,366,114,126,61,176,237,163,62,14,72,117,750,0.44,0.518,0.399,0.905,0.612,0.571,420,5.1,123,114,2.8,2.2,0.123,-0.6,0.7,0.1,1,12.3,3.4,9,6.3,10.9,1.5,0.6,10.5,14.6,G,allengr01
Jarrett Allen,0,2022-23,24,CLE,68,68,2220,403,626,402,616,1,10,162,221,221,445,666,113,54,84,93,153,969,0.644,0.653,0.1,0.733,0.67,0.645,421,9.5,132,108,5.5,4,0.205,1.3,1,2.4,2.4,19.9,11.7,23.6,17.7,7.5,1.2,3.5,11.4,16.4,C-F,allenja01
Jose Alvarado,0,2022-23,24,NOP,61,10,1310,201,489,118,242,83,247,65,80,28,113,141,186,67,10,81,125,550,0.411,0.488,0.336,0.813,0.525,0.496,422,1.8,107,113,0.1,1.7,0.066,-2,0.7,-1.2,0.3,11.8,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,G,alvarjo01
Kyle Anderson,0,2022-23,29,MIN,69,46,1957,252,495,209,390,43,105,100,136,66,302,368,335,78,63,103,146,647,0.509,0.536,0.41,0.735,0.583,0.553,423,5.1,120,112,2.5,2.6,0.125,0.2,2.3,2.5,2.2,14.8,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,F-G,anderky01
Giannis Antetokounmpo,1,2022-23,28,MIL,63,63,2024,707,1278,660,1107,47,171,498,772,137,605,742,359,52,51,246,197,1959,0.553,0.596,0.275,0.645,0.605,0.572,424,8.6,117,108,4.9,3.7,0.204,5.8,2.7,8.5,5.4,29,7.3,30,19.1,33.2,1.2,2.1,13.2,38.8,F-G,antetgi01
OG Anunoby,0,2022-23,25,TOR,67,67,2386,421,885,279,518,142,367,140,167,95,237,332,131,128,50,132,200,1124,0.476,0.539,0.387,0.838,0.586,0.556,425,4.7,113,113,1.8,2.9,0.094,-0.3,0.7,0.4,1.5,14.6,4.2,12.1,7.9,8,2.7,2,12.1,19.5,F,anunoog01
Deni Avdija,0,2022-23,22,WAS,76,40,2020,253,579,184,347,69,232,122,165,74,413,487,211,65,29,123,209,697,0.437,0.53,0.297,0.739,0.535,0.497,426,2.3,106,114,0,2.3,0.054,-2.8,0.5,-2.3,-0.1,11.2,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,G-F,avdijde01
Deandre Ayton,0,2022-23,24,PHO,67,67,2035,522,887,515,863,7,24,152,200,172,495,667,115,37,53,120,190,1203,0.589,0.597,0.292,0.76,0.617,0.592,427,6.2,119,111,3.3,3,0.147,0.9,0,0.9,1.5,19.9,9.2,27.5,18.1,9.2,0.9,2.3,11,22.9,C,aytonde01
Marvin Bagley III,0,2022-23,23,DET,42,25,990,202,382,183,316,19,66,81,108,94,175,269,36,19,30,46,81,504,0.529,0.579,0.288,0.75,0.587,0.554,428,2,117,118,1.3,0.7,0.095,0.3,-1.2,-0.9,0.3,17.2,10.2,20.2,15.1,5.9,0.9,2.7,9.7,20.4,F-C,baglema01
LaMelo Ball,0,2022-23,21,CHO,36,36,1268,296,721,152,338,144,383,102,122,42,189,231,304,46,11,129,118,838,0.411,0.45,0.376,0.836,0.541,0.51,429,1.8,108,115,0.6,1.2,0.068,3.2,-0.8,2.4,1.4,17.9,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30,G,ballla01
Paolo Banchero,0,2022-23,20,ORL,72,72,2430,479,1122,394,837,85,285,394,534,84,413,497,269,60,39,200,160,1437,0.427,0.471,0.298,0.738,0.529,0.465,430,2.4,105,114,-0.3,2.6,0.047,-0.7,-0.7,-1.5,0.3,14.9,3.9,19.3,11.6,17.2,1.2,1.5,12.8,27.5,F,banchpa01
Desmond Bane,0,2022-23,24,MEM,58,58,1841,450,939,284,532,166,407,181,205,43,248,291,254,56,22,126,150,1247,0.479,0.534,0.408,0.883,0.606,0.568,431,5.8,119,113,3.5,2.3,0.151,3.3,0.1,3.5,2.5,19.1,2.5,14.3,8.4,20.8,1.4,1.1,10.9,26.1,G,banede01
Harrison Barnes,0,2022-23,30,SAC,82,82,2662,374,791,242,438,132,353,350,413,87,279,366,128,57,10,86,103,1230,0.473,0.553,0.374,0.847,0.632,0.556,432,6.5,126,119,5.1,1.4,0.118,0.5,-1.5,-1,0.7,14.1,3.8,11.9,7.9,6.3,1,0.3,8.1,17.1,F,barneha02
Scottie Barnes,0,2022-23,21,TOR,77,76,2678,463,1016,400,792,63,224,190,246,179,333,512,371,83,61,154,170,1179,0.456,0.505,0.281,0.772,0.524,0.487,433,5,113,115,2.3,2.7,0.09,0.5,-0.1,0.4,1.6,15.5,7.1,15.2,10.8,20,1.5,2.2,12,20.3,G-F,barnesc01
RJ Barrett,0,2022-23,22,NYK,73,73,2475,510,1176,389,786,121,390,290,392,60,308,368,201,31,15,164,179,1431,0.434,0.495,0.31,0.74,0.531,0.485,434,2.2,107,118,0.5,1.8,0.043,-1.2,-1.9,-3.1,-0.7,12.9,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,G-F,barrerj01
Keita Bates-Diop,0,2022-23,27,SAS,67,42,1452,236,465,180,323,56,142,119,150,65,183,248,103,46,20,56,63,647,0.508,0.557,0.394,0.793,0.609,0.568,435,2.7,121,120,2.1,0.6,0.089,0.3,-0.9,-0.6,0.5,14.9,4.7,14.3,9.3,9.8,1.5,1.1,9.5,16.7,F,bateske01
Nicolas Batum,0,2022-23,34,LAC,78,19,1709,160,381,36,64,124,317,34,48,62,237,299,121,54,44,50,149,478,0.42,0.563,0.391,0.708,0.594,0.583,436,3.6,120,114,1.7,1.9,0.101,-0.8,1.2,0.5,1,11,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,F-G,batumni01
Bradley Beal,0,2022-23,29,WAS,50,50,1673,444,878,364,659,80,219,192,228,41,155,196,271,45,33,145,107,1160,0.506,0.552,0.365,0.842,0.593,0.551,437,3.4,114,117,2.2,1.2,0.099,2.9,-1.2,1.8,1.6,19.7,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,G,bealbr01
Malik Beasley,0,2022-23,26,LALUTA,81,27,2093,370,937,135,279,235,658,50,65,35,248,283,124,65,9,90,107,1025,0.395,0.484,0.357,0.769,0.531,0.52,438,1.4,105,117,-0.2,1.6,0.032,-0.9,-1,-2,0,10.9,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,G,beaslma01
MarJon Beauchamp,0,2022-23,22,MIL,52,11,701,96,243,49,101,47,142,27,37,38,77,115,35,21,7,45,71,266,0.395,0.485,0.331,0.73,0.513,0.492,439,0.4,99,113,-0.4,0.8,0.027,-4.1,-0.6,-4.8,-0.5,8.2,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,G,beaucma01
Patrick Beverley,0,2022-23,34,CHILAL,67,67,1816,144,360,64,121,80,239,47,65,44,203,247,194,63,41,60,187,415,0.4,0.529,0.335,0.723,0.534,0.511,440,3,113,113,0.8,2.1,0.079,-2.9,1.7,-1.2,0.3,8.9,2.7,12,7.5,13.3,1.7,2,13.4,10.6,G,beverpa01
Saddiq Bey,0,2022-23,23,ATLDET,77,37,2129,353,836,202,418,151,418,205,238,98,264,362,118,70,13,71,123,1062,0.422,0.483,0.361,0.861,0.564,0.513,441,3.9,117,119,2.6,1.2,0.087,0.9,-1.2,-0.3,0.9,14.6,5,14,9.4,8.1,1.6,0.5,7,20.2,F,beysa01
Bismack Biyombo,0,2022-23,30,PHO,61,14,874,119,206,119,206,0,0,25,70,89,171,260,56,18,88,51,114,263,0.578,0.578,,0.357,0.555,0.578,442,1.9,109,108,0.2,1.6,0.102,-3.4,2.5,-0.9,0.2,14.4,11,22.1,16.5,8.7,1,9,17.7,14,C-F,biyombi01
Bojan Bogdanović,0,2022-23,33,DET,59,59,1893,430,882,285,529,145,353,268,303,36,187,223,152,34,8,135,113,1273,0.488,0.539,0.411,0.884,0.627,0.57,443,3.5,118,122,3.1,0.4,0.09,2.6,-1.8,0.8,1.4,17.4,2,11.3,6.5,13.6,0.9,0.4,11.7,25.9,G-F,bogdabo02
Bol Bol,0,2022-23,23,ORL,70,33,1505,261,478,231,365,30,113,82,108,69,336,405,69,30,85,112,92,634,0.546,0.633,0.265,0.759,0.603,0.577,444,2.3,106,111,0,2.2,0.072,-1.8,0.9,-0.9,0.4,14.4,5.2,25.3,15.2,6.9,1,5.5,17.6,18.2,F-C,bolbo01
Devin Booker,0,2022-23,26,PHO,53,53,1835,527,1067,416,751,111,316,306,358,46,194,240,293,51,18,145,159,1471,0.494,0.554,0.351,0.855,0.601,0.546,445,6,119,115,4.2,1.9,0.157,4.5,-0.3,4.2,2.9,22,2.7,12,7.2,27.3,1.4,0.9,10.6,31.8,G,bookede01
Malaki Branham,0,2022-23,19,SAS,66,32,1550,269,611,192,356,77,255,58,70,28,153,181,127,33,7,76,115,673,0.44,0.539,0.302,0.829,0.524,0.503,446,-0.1,103,123,-0.4,0.2,-0.004,-3,-2.1,-5.2,-1.3,9.5,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1,G,branhma01
Mikal Bridges,0,2022-23,26,BRKPHO,83,83,2963,593,1267,424,825,169,442,316,353,79,285,364,273,91,61,127,159,1671,0.468,0.514,0.382,0.895,0.587,0.535,447,7.5,118,115,4.4,3.1,0.121,1.5,0.2,1.7,2.8,16.8,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,F-G,bridgmi01
Dillon Brooks,0,2022-23,27,MEM,73,73,2214,392,991,249,552,143,439,120,154,45,199,244,189,65,16,104,240,1047,0.396,0.451,0.326,0.779,0.494,0.468,448,1.6,102,114,-0.8,2.4,0.034,-3.4,-0.5,-3.9,-1.1,9.4,2.2,9.5,5.8,11.7,1.4,0.7,8.9,21.8,F-G,brookdi01
Bruce Brown,0,2022-23,26,DEN,80,31,2280,358,741,267,487,91,254,116,153,63,265,328,268,87,51,123,190,923,0.483,0.548,0.358,0.758,0.571,0.545,449,4.3,113,114,1.7,2.6,0.09,-1.1,0.6,-0.5,0.9,13.3,3.3,13,8.3,15.7,1.9,2,13.2,17.8,G-F,brownbr01
Jaylen Brown,1,2022-23,26,BOS,67,67,2405,679,1383,516,896,163,487,263,344,78,381,459,232,75,26,197,172,1784,0.491,0.576,0.335,0.765,0.581,0.55,450,5,110,111,1.6,3.4,0.1,1.5,-0.2,1.3,2,19.1,3.6,17,10.4,16.5,1.5,0.9,11.4,31.4,F-G,brownja02
Troy Brown Jr.,0,2022-23,23,LAL,76,45,1860,200,465,93,184,107,281,34,39,62,246,308,95,59,16,49,120,541,0.43,0.505,0.381,0.872,0.561,0.545,451,2.9,113,115,1,2,0.075,-1.8,0.8,-1,0.5,9.6,3.7,13.7,8.9,6.6,1.5,0.7,9.2,12.1,G-F,browntr01
Jalen Brunson,0,2022-23,26,NYK,68,68,2379,587,1195,453,873,134,322,325,392,40,201,241,421,61,15,142,152,1633,0.491,0.519,0.416,0.829,0.597,0.547,452,8.7,125,117,6.9,1.8,0.175,4.4,-0.5,3.9,3.5,21.2,1.8,9.3,5.6,28.7,1.3,0.6,9.4,27.2,G,brunsja01
Thomas Bryant,0,2022-23,25,DENLAL,59,26,1081,230,369,204,310,26,59,93,126,86,253,339,31,16,30,38,102,579,0.623,0.658,0.441,0.738,0.682,0.659,453,4.1,132,112,2.7,1.4,0.183,1.1,-0.5,0.6,0.7,19.7,8.9,24.6,17,4.3,0.7,2.4,8.2,18.2,C,bryanth01
Reggie Bullock,0,2022-23,31,DAL,78,55,2364,192,470,41,73,151,397,26,37,32,251,283,108,54,13,36,166,561,0.409,0.562,0.38,0.703,0.577,0.569,454,2.8,116,119,1.3,1.4,0.056,-2.3,-0.3,-2.6,-0.4,7.7,1.6,12.5,7,6.2,1.1,0.5,6.9,10,G-F,bullore01
Jimmy Butler,0,2022-23,33,MIA,64,64,2138,479,888,443,785,36,103,472,555,141,234,375,340,117,21,101,80,1466,0.539,0.564,0.35,0.85,0.647,0.56,455,12.3,135,112,9.4,2.9,0.277,6.7,2,8.7,5.8,27.6,7.5,13.3,10.3,27.1,2.7,1,8.2,25.6,F-G,butleji01
Kentavious Caldwell-Pope,0,2022-23,29,DEN,76,76,2381,292,632,157,313,135,319,103,125,35,173,208,183,112,35,86,145,822,0.462,0.502,0.423,0.824,0.598,0.569,456,4.5,117,115,2,2.5,0.091,-1.6,0.6,-1,0.6,11.5,1.7,8.1,5,9.8,2.3,1.3,11.1,14.1,G,caldwke01
Clint Capela,0,2022-23,28,ATL,65,63,1730,350,536,350,535,0,1,79,131,258,459,717,58,45,79,54,139,779,0.653,0.654,0,0.603,0.656,0.653,457,7.2,136,112,4.9,2.4,0.201,2.3,-0.1,2.2,1.8,22.1,16.1,29.4,22.7,4.7,1.2,3.9,8.3,15.7,C,capelca01
Jevon Carter,0,2022-23,27,MIL,81,39,1810,239,565,97,228,142,337,31,38,35,167,202,197,66,29,78,158,651,0.423,0.425,0.421,0.816,0.56,0.549,458,3.5,113,113,1.2,2.3,0.092,-1.9,1.2,-0.6,0.6,10.9,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,G,carteje01
Wendell Carter Jr.,0,2022-23,23,ORL,57,54,1690,322,613,242,388,80,225,144,195,120,377,497,132,30,33,106,159,868,0.525,0.624,0.356,0.738,0.621,0.591,459,4.6,119,113,2.6,2,0.13,0.9,0.1,1,1.3,17.3,8,25.3,16.6,12,0.9,1.9,13.2,20.5,C,cartewe01
Alex Caruso,0,2022-23,28,CHI,67,36,1575,130,286,75,135,55,151,59,73,42,154,196,193,98,46,77,159,374,0.455,0.556,0.364,0.808,0.588,0.551,460,3.6,115,109,1,2.6,0.109,-2.2,3.3,1.1,1.2,11.5,3.1,10.9,7.1,15.4,3,2.8,19.5,11.1,G,carusal01
Jordan Clarkson,0,2022-23,30,UTA,61,61,1988,458,1031,303,572,155,459,200,245,72,174,246,270,33,13,186,120,1271,0.444,0.53,0.338,0.816,0.558,0.519,461,1.7,109,120,0.9,0.8,0.042,1,-2.4,-1.4,0.3,14.7,4,9.3,6.7,20.9,0.8,0.6,14,27.8,G,clarkjo01
Nic Claxton,0,2022-23,23,BRK,76,76,2271,414,587,414,585,0,2,133,246,184,518,702,144,65,189,96,212,961,0.705,0.708,0,0.541,0.691,0.705,462,9.2,132,108,5.2,4,0.195,0.9,2.2,3.1,2.9,20.8,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,C,claxtni01
John Collins,0,2022-23,25,ATL,71,71,2130,359,707,289,467,70,240,143,178,77,385,462,85,42,73,79,220,931,0.508,0.619,0.292,0.803,0.593,0.557,463,4.2,117,115,2.1,2.1,0.095,-1.4,0.2,-1.3,0.4,13.6,3.9,20,11.9,5.3,0.9,2.9,9.1,17.1,F,collijo01
Zach Collins,0,2022-23,25,SAS,63,26,1441,284,548,229,401,55,147,108,142,116,286,402,180,37,49,129,199,731,0.518,0.571,0.374,0.761,0.599,0.568,464,2.2,112,118,1.2,1,0.074,-0.5,0.3,-0.2,0.6,16.4,8.5,22.5,15.2,18,1.2,2.8,17.4,21.2,C-F,colliza01
Mike Conley,0,2022-23,35,MINUTA,67,66,2029,261,610,126,259,135,351,141,169,33,149,182,450,73,14,103,139,798,0.428,0.486,0.385,0.834,0.583,0.539,465,5.5,125,118,4.1,1.4,0.13,1,-0.1,0.9,1.5,14.7,1.8,7.9,4.9,29.4,1.7,0.6,13.1,16.3,G,conlemi01
Pat Connaughton,0,2022-23,30,MIL,61,33,1443,165,421,56,99,109,322,27,41,50,233,283,77,37,11,33,69,466,0.392,0.566,0.339,0.659,0.531,0.521,466,2.5,112,113,0.7,1.8,0.085,-1.3,0.3,-1,0.3,10,3.8,16.2,10.2,6.9,1.2,0.6,7,13.8,G,connapa01
Torrey Craig,0,2022-23,32,PHO,79,60,1948,228,500,128,247,100,253,32,45,145,281,426,117,50,62,73,179,588,0.456,0.518,0.395,0.711,0.566,0.556,467,4,116,113,1.5,2.5,0.098,-1.3,0.7,-0.6,0.7,11.6,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13,G-F,craigto01
Cade Cunningham,0,2022-23,21,DET,12,12,400,93,224,76,163,17,61,36,43,12,62,74,72,10,7,39,34,239,0.415,0.466,0.279,0.837,0.492,0.453,468,-0.1,100,119,-0.4,0.2,-0.018,-0.1,-0.6,-0.7,0.1,14,3.2,17.7,10.3,30.7,1.2,1.5,13.8,30,G,cunnica01
